اسم القاعه,المحافظه,المدينه,الهاتف,فيسبوك,انستجرام,الصور,,photo,اللوكيشن
قاعة جراند لامور للأفراح,الغربيه,المحله الكبرى,012 71034232,https://www.facebook.com/grandlamour5stars/?locale=ar_AR,https://www.instagram.com/grand_lamour1/?hl=ar,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعة جراند لامور للأفراح,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعة%20جراند%20لامور%20للأفراح,\محافظة%20الغربيه\المحله%20الكبري\قاعة%20جراند%20لامور%20للأفراح,https://www.google.com/maps?sca_esv=41194bf1d6b73809&sca_upv=1&lqi=Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZiki_uKeLiKuAgAhaOxAAEAEYARgCGAMiL9mC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YXYrdmE2Ycg2KfZhNmD2KjYsdmKkgENd2VkZGluZ192ZW51ZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOeGF6UnFUVXhSRUFFqgFzEAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhuWaMYVuS1rN_EHxQEBkLnHGU8XKTgwPDaYUh0yMxACIi_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZig&phdesc=h2pTnnMzyeM&vet=12ahUKEwjO4rLLyM6IAxXMRPEDHWt9KcYQ8UF6BAgGEFM..i&lei=0d3rZo62GcyJxc8P6_qlsQw&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KYXV7hIjp_cUMWtM2-LaHndj&daddr=4522%2B5W7%D8%8C+%D8%B4%D8%A8%D8%B1%D8%A7+%D9%86%D8%A8%D8%A7%D8%AA%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6774682
قاعة فيلا سالز بورج,الغربيه,المحله الكبرى,012 80021242,https://www.facebook.com/groups/2599734566915133/?locale=ar_AR,https://www.instagram.com/explore/locations/118359004688862/,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعة فيلا سالز بورج,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعة%20فيلا%20سالز%20بورج,\محافظة%20الغربيه\المحله%20الكبري\قاعة%20فيلا%20سالز%20بورج,https://www.google.com/maps?sca_esv=41194bf1d6b73809&sca_upv=1&lqi=Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZikjYrruToLaAgAhaORAAEAEYAhgDIi_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZipIBC2V2ZW50X3ZlbnVlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJFYUdGVFpuSjNSUkFCqgFzEAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhuWaMYVuS1rN_EHxQEBkLnHGU8XKTgwPDaYUh0yMxACIi_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZig&phdesc=MDj4GZSji-c&vet=12ahUKEwjO4rLLyM6IAxXMRPEDHWt9KcYQ8UF6BAgGEFM..i&lei=0d3rZo62GcyJxc8P6_qlsQw&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KQ_5hbVSu_cUMQh0n23ZzSWu&daddr=W456%2BGRQ%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9%D8%8C%D8%8C+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9%D8%8C%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89
Wady Elamar,الغربيه,المحله الكبرى,012 24945756,https://www.facebook.com/wadyelamarvillage/?locale=ar_AR,https://www.instagram.com/wady_elamar/?hl=ar,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\Wady Elamar,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\Wady%20Elamar,\محافظة%20الغربيه\المحله%20الكبري\Wady%20Elamar,"https://www.google.com/maps/dir//%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6731011%E2%80%AD/@30.9045667,31.177021,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7ba239a32d8f7:0x1dbfcc6831d017ab!2m2!1d31.1069818!2d30.9045852?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
"قاعه جراند فينيسيا
",الغربيه,المحله الكبرى,010 15202755,https://www.facebook.com/p/%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D9%81%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%A7-100063808783233/?locale=ar_AR,https://www.instagram.com/explore/locations/2142607855964331/,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعه جراند فينيسيا,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعه%20جراند%20فينيسيا,\محافظة%20الغربيه\المحله%20الكبري\قاعه%20جراند%20فينيسيا,"https://www.google.com/maps/dir//%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6731001%E2%80%AD/@30.9035815,31.1755632,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7ba23ce7f4a87:0x1bc87a9356319585!2m2!1d31.105523!2d30.9036004?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
"بورتو دايموند
",الغربيه,المحله الكبرى, 010 00309076,https://www.facebook.com/Porto.Diamond/?locale=ar_AR,https://www.instagram.com/porto_diamond/?hl=ar,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\بورتو دايموند,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\بورتو%20دايموند,\محافظة%20الغربيه\المحله%20الكبري\بورتو%20دايموند,"https://www.google.com/maps/dir//%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+31951%E2%80%AD/@30.9039165,31.1758021,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb3eb0dfef89:0xd7e4d453e8023b8b!2m2!1d31.1057619!2d30.9039354?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قاعه علي مول,الغربيه,المحله الكبرى,012 70522644,https://www.facebook.com/p/Ali-Mall-100064690386482/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعه علي مول,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعه%20علي%20مول,\محافظة%20الغربيه\المحله%20الكبري\قاعه%20علي%20مول,https://www.google.com/maps?sca_esv=41194bf1d6b73809&sca_upv=1&lqi=Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZikinyerc4reAgAhaPRAAEAEYABgBGAIYAyIv2YLYp9i52KfYqiDYp9mB2LHYp9itINin2YTZhdit2YTZhyDYp9mE2YPYqNix2YqSAQxjb25jZXJ0X2hhbGyaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRkMHBNVlZCM0VBRaoBcxABKhkiFdmC2KfYudin2Kog2KfZgdix2KfYrSg2Mh8QASIblmjGFbktazfxB8UBAZC5xxlPFyk4MDw2mFIdMjMQAiIv2YLYp9i52KfYqiDYp9mB2LHYp9itINin2YTZhdit2YTZhyDYp9mE2YPYqNix2Yo&phdesc=ORMJQQEF6y8&vet=12ahUKEwir6rCO5s6IAxV5SaQEHXl-LGMQ8UF6BAgGEFM..i&lei=xvzrZqvvH_mSkdUP-fyxmQY&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KaPQk-IEufcUMWEsVnSg-7Iw&daddr=V3RV%2BJMW%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%A7%D9%84%D9%87%D9%8A%D8%A7%D8%AA%D9%85%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6730001
كريستال بالاس,الغربيه,المحله الكبرى,"1,200,110,204",https://www.facebook.com/crystal.palace22/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\كريستال بالاس,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\كريستال%20بالاس,\محافظة%20الغربيه\المحله%20الكبري\كريستال%20بالاس,"https://www.google.com/maps/dir//W4GH%2BGG8%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D9%84%D9%88%D9%85%D8%A7%D9%86%D8%A7+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6733221%E2%80%AD/@30.9262794,31.1988685,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bbb30bf8239b:0x1ec68ffe7db0a96a!2m2!1d31.1288583!2d30.9262249?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قرية قمر - Moon السياحية,الغربيه,المحله الكبرى,015 58858021,https://www.instagram.com/moon_village1/,https://www.facebook.com/moonelmahala/?locale=ar_AR,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قرية قمر - Moon السياحية,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قرية%20قمر%20-%20Moon%20السياحية,\محافظة%20الغربيه\المحله%20الكبري\قرية%20قمر%20-%20Moon%20السياحية,"https://www.google.com/maps/dir//%D8%AE%D9%84%D9%81+%D9%85%D9%88%D9%82%D9%81+%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A%D8%A9+%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF+-+%D8%A8%D8%AC%D9%88%D8%A7%D8%B1+%D8%A8%D9%86%D8%B2%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%AD%D8%B5%D8%B1%D9%8A%D8%8C+%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82+%D8%A7%D9%84%D8%AF%D8%A7%D8%A6%D8%B1%D9%8A%D8%8C+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+31951%E2%80%AD/@30.9561212,31.2099656,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb9a52c9a581:0x22d7d815c5ed85d6!2m2!1d31.1399254!2d30.9561401?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قرية كيوبيد,الغربيه,المحله الكبرى,010 16474000,https://www.facebook.com/watch/?v=2314837945446243,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قرية كيوبيد,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قرية%20كيوبيد,\محافظة%20الغربيه\المحله%20الكبري\قرية%20كيوبيد,"https://www.google.com/maps/dir//W423%2BWQ2%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6731001%E2%80%AD/@30.9022329,31.1744407,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb7316817bc3:0xe879ed8f6b86f41b!2m2!1d31.1044005!2d30.9022518?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قاعة مارشال,الغربيه,المحله الكبرى,012 70594330,https://www.facebook.com/Alseadeponapt/,https://www.instagram.com/explore/locations/165751427261109/?next=%2Fkirbyheyborne%2F,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعة مارشال,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعة%20مارشال,\محافظة%20الغربيه\المحله%20الكبري\قاعة%20مارشال,"https://www.google.com/maps/dir//%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C,+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9%E2%80%AD/@30.9124909,31.1874107,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb419901f619:0x392a805d2aed8b85!2m2!1d31.1173705!2d30.9125098?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قاعة مارسيليا,الغربيه,المحله الكبرى,012 78823997,https://www.facebook.com/profile.php?id=100083544363951&paipv=0&eav=Afb2b5KiBHmWWhNBGf-0T7NF_kd7mWkKJAthh2i4fauwN9YBUKpwcMEOySCsGXXnmTs,https://www.instagram.com/explore/locations/164889048209344,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعة مارسيليا,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعة%20مارسيليا,\محافظة%20الغربيه\المحله%20الكبري\قاعة%20مارسيليا,"https://www.google.com/maps/dir//V4W7%2BQ2X%D8%8C+%D8%A7%D9%84%D9%87%D9%8A%D8%A7%D8%AA%D9%85%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6735302%E2%80%AD/@30.8969667,31.1826395,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb8c7c3489bb:0xa96a303914748e47!2m2!1d31.1125993!2d30.8969856?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
Grand L'Amour,الغربيه,المحله الكبرى,015 51848479,https://www.facebook.com/grandlamour5stars/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\Grand L'Amour,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\Grand%20L'Amour,\محافظة%20الغربيه\المحله%20الكبري\Grand%20L'Amour,"https://www.google.com/maps/dir//W478%2B3Q4%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%B5%D9%81%D8%B7+%D8%AA%D8%B1%D8%A7%D8%A8%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6733010%E2%80%AD/@30.9126082,31.1869792,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7bb3e04d32d87:0xf00ec28258e217cf!2m2!1d31.1169488!2d30.9126303?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
قاعة ماريوت,الغربيه,المحله الكبرى,012 87272255,https://www.facebook.com/photo/?fbid=145275144273781&set=pb.100064369161976.-2207520000&locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قاعة ماريوت,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قاعة%20ماريوت,\محافظة%20الغربيه\المحله%20الكبري\قاعة%20ماريوت,Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZikjo9_PSureAgAhaOxAAEAEYABgCGAMiL9mC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YXYrdmE2Ycg2KfZhNmD2KjYsdmKkgEMYmFucXVldF9oYWxsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyTlRkdVRtRm5FQUWqAXMQASoZIhXZgtin2LnYp9iqINin2YHYsdin2K0oNjIfEAEiG5ZoxhW5LWs38QfFAQGQuccZTxcpODA8NphSHTIzEAIiL9mC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YXYrdmE2Ycg2KfZhNmD2KjYsdmK
ڤيلا دهب,الغربيه,المحله الكبرى,012 70362266,https://www.facebook.com/VillageDahab/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\ڤيلا دهب,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\ڤيلا%20دهب,\محافظة%20الغربيه\المحله%20الكبري\ڤيلا%20دهب,Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZikjIo9LCrLeAgAhaOxAAEAEYARgCGAMiL9mC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YXYrdmE2Ycg2KfZhNmD2KjYsdmKkgENd2VkZGluZ192ZW51ZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMU5HVjViekZCUlJBQqoBcxABKhkiFdmC2KfYudin2Kog2KfZgdix2KfYrSg2Mh8QASIblmjGFbktazfxB8UBAZC5xxlPFyk4MDw2mFIdMjMQAiIv2YLYp9i52KfYqiDYp9mB2LHYp9itINin2YTZhdit2YTZhyDYp9mE2YPYqNix2Yo
"قرية الفيروز ( قاعة كازابلانكا )
",الغربيه,المحله الكبرى,010 28023280,https://www.facebook.com/p/%D8%A7%D9%84%D9%81%D9%8A%D8%B1%D9%88%D8%B2-100054298849487/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قرية الفيروز ( قاعة كازابلانكا ),C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قرية%20الفيروز%20(%20قاعة%20كازابلانكا%20),\محافظة%20الغربيه\المحله%20الكبري\قرية%20الفيروز%20(%20قاعة%20كازابلانكا%20),https://www.google.com/maps?sca_esv=41194bf1d6b73809&sca_upv=1&lqi=Ci_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZikjL1evTj7iAgAhaOxAAEAEYARgCGAMiL9mC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YXYrdmE2Ycg2KfZhNmD2KjYsdmKkgENd2VkZGluZ192ZW51ZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VReE9XSmlhRk5SRUFFqgFzEAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhuWaMYVuS1rN_EHxQEBkLnHGU8XKTgwPDaYUh0yMxACIi_Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmF2K3ZhNmHINin2YTZg9io2LHZig&phdesc=54_8vE7UW0w&vet=12ahUKEwir6rCO5s6IAxV5SaQEHXl-LGMQ8UF6BAgGEFM..i&lei=xvzrZqvvH_mSkdUP-fyxmQY&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KVNsuaw3u_cUMV6_7_NvDXn6&daddr=W4WP%2B2RG%D8%8C+%D8%A8%D9%84%D9%82%D9%8A%D9%86%D8%A7%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%87+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%89%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6733562
قرية الخيال,الغربيه,المحله الكبرى,012 73328233,https://www.facebook.com/QrytAlkhyal/?locale=ar_AR,https://www.instagram.com/explore/locations/721893813/,C:\Users\al arab\Desktop\Wedding halls\محافظة الغربيه\المحله الكبري\قرية الخيال,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الغربيه\المحله%20الكبري\قرية%20الخيال,\محافظة%20الغربيه\المحله%20الكبري\قرية%20الخيال,"https://www.google.com/maps/dir//%D8%B7%D8%B1%D9%8A%D9%82+%D8%B7%D9%86%D8%B7%D8%A7+-+%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D9%83%D8%A8%D8%B1%D9%8A%D8%8C+%D8%B3%D8%A8%D8%B1%D8%A8%D8%A7%D9%8A%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%B7%D9%86%D8%B7%D8%A7%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9+6647401%E2%80%AD/@30.8199148,31.1066865,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14f7c833a5f3e9c7:0x7f2be45061c968cb!2m2!1d31.0371845!2d30.8197161?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
